PaperId,Round_1_response_length,Round_2_response_length,Round_3_response_length,Round_4_response_length,Round_5_response_length,Round_1_response_compound,Round_2_response_compound,Round_3_response_compound,Round_4_response_compound,Round_5_response_compound,first_author_gender,last_author_gender,gender_diversity_binary,gender_diversity_continuous,author_gender_list,Year,ReferenceCount,review_number,author_num,first_author_paper_count,last_author_paper_count,Field,author_gender
2763223949,11954,0.0,,,,0.9991,0.0,,,,male,male,1.0,0.9402859586706313,"['male', 'male', 'unknown', 'female', 'mostly_male', 'male', 'male', 'female', 'male', 'male', 'female', 'female', 'female', 'unknown', 'male', 'male', 'unknown', 'male', 'unknown']",2017.0,32.0,2,19.0,9.0,154.0,Natural Sciences,First Author - Male
2768703781,135,,,,,-0.296,,,,,female,unknown,1.0,0.9182958340544896,"['female', 'male', 'male', 'unknown', 'unknown', 'male', 'male', 'male', 'male', 'female', 'female']",2017.0,55.0,2,11.0,13.0,201.0,Natural Sciences,First Author - Female
2951490604,27395,0.0,,,,0.9993,0.0,,,,female,female,1.0,0.7219280948873623,"['mostly_male', 'male', 'female', 'female', 'female', 'female']",2019.0,55.0,2,6.0,4.0,138.0,Natural Sciences,First Author - Female
2779295427,5424,,,,,-0.9716,,,,,female,male,1.0,0.8631205685666309,"['female', 'female', 'female', 'male', 'male', 'female', 'female']",2018.0,54.0,2,7.0,20.0,375.0,Natural Sciences,First Author - Female
2774306841,25266,8261.0,,,,0.9971,-0.827,,,,female,male,1.0,0.9182958340544896,"['male', 'female', 'male', 'unknown', 'male', 'female', 'male', 'mostly_male', 'unknown']",2017.0,38.0,2,9.0,5.0,45.0,Natural Sciences,First Author - Female
2953135660,10899,0.0,,,,0.9993,0.0,,,,male,male,0.0,0.0,"['unknown', 'male', 'male', 'male', 'male', 'male', 'unknown']",2018.0,24.0,2,7.0,74.0,64.0,Natural Sciences,First Author - Male
2902986672,16278,0.0,,,,0.9996,0.0,,,,female,male,1.0,0.7219280948873623,"['male', 'male', 'female', 'male', 'male', 'unknown']",2018.0,53.0,2,6.0,21.0,136.0,Natural Sciences,First Author - Female
3129940801,16855,0.0,,,,0.9991,0.0,,,,male,male,0.0,0.0,"['mostly_male', 'male', 'male', 'male']",2021.0,31.0,3,4.0,9.0,156.0,Formal Sciences,First Author - Male
4212863952,544,,,,,0.9618,,,,,male,male,1.0,0.8314743880097293,"['female', 'male', 'male', 'unknown', 'male', 'male', 'female', 'male', 'male', 'male', 'unknown', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'female', 'male', 'male']",2022.0,42.0,2,21.0,123.0,1.0,Natural Sciences,First Author - Male
4220683025,9562,,,,,0.9986,,,,,male,male,0.0,0.0,"['male', 'mostly_male', 'male']",2022.0,,2,5.0,1.0,1.0,Natural Sciences,First Author - Male
4214608875,30720,1184.0,,,,0.9999,0.9753,,,,male,male,0.0,0.0,"['male', 'male']",2020.0,70.0,2,2.0,31.0,311.0,Natural Sciences,First Author - Male
2943495289,21731,0.0,,,,0.9999,0.0,,,,male,unknown,1.0,0.9182958340544896,"['unknown', 'unknown', 'female', 'male', 'female', 'male', 'mostly_male', 'male', 'male', 'male', 'andy', 'unknown', 'female', 'female', 'male', 'unknown', 'mostly_male', 'female', 'male', 'male', 'andy', 'male', 'mostly_male', 'male']",2019.0,48.0,2,24.0,25.0,179.0,Applied Sciences & Professions,First Author - Male
2740222928,34062,1573.0,,,,0.9999,0.9542,,,,female,male,1.0,0.9709505944546686,"['female', 'female', 'male', 'male', 'male']",2017.0,70.0,2,5.0,9.0,325.0,Natural Sciences,First Author - Female
3034939941,6638,0.0,,,,0.9905,0.0,,,,male,female,1.0,0.7219280948873623,"['male', 'female', 'male', 'unknown', 'male', 'male', 'unknown']",2020.0,22.0,2,7.0,11.0,109.0,Natural Sciences,First Author - Male
3156578609,691,,,,,0.9413,,,,,male,male,0.0,0.0,"['male', 'male', 'unknown', 'male', 'unknown']",2021.0,42.0,2,5.0,24.0,20.0,Formal Sciences,First Author - Male
4220934968,3381,,,,,0.9961,,,,,male,male,0.0,0.0,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']",2022.0,,2,8.0,1.0,1.0,Natural Sciences,First Author - Male
3032607974,10585,0.0,,,,0.9971,0.0,,,,female,male,1.0,0.9321115676166748,"['female', 'female', 'unknown', 'male', 'male', 'unknown', 'male', 'unknown', 'male', 'male', 'female', 'female', 'male', 'male', 'male', 'unknown', 'unknown', 'female', 'unknown', 'unknown', 'female', 'male', 'unknown', 'male', 'male', 'male', 'female', 'unknown', 'male', 'male', 'unknown', 'unknown', 'male', 'female']",2020.0,62.0,2,34.0,55.0,234.0,Natural Sciences,First Author - Female
2750670530,1309,,,,,0.9716,,,,,male,male,0.0,0.0,"['unknown', 'male', 'male']",2017.0,66.0,3,3.0,35.0,260.0,Formal Sciences,First Author - Male
2806329253,5658,2962.0,,,,0.9964,-0.7867,,,,male,male,0.0,0.0,"['male', 'mostly_female', 'male', 'andy', 'male', 'andy', 'andy', 'andy', 'unknown', 'male', 'male']",2019.0,42.0,3,11.0,22.0,415.0,Natural Sciences,First Author - Male
2919162898,17959,0.0,,,,0.998,0.0,,,,male,male,1.0,0.6500224216483541,"['unknown', 'unknown', 'male', 'female', 'male', 'male', 'male', 'male']",2019.0,42.0,2,8.0,3.0,36.0,Natural Sciences,First Author - Male
2980101319,13909,0.0,,,,0.9996,0.0,,,,male,male,1.0,0.7024665512903903,"['male', 'male', 'female', 'male', 'andy', 'male', 'male', 'female', 'male', 'male', 'male', 'female', 'unknown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'unknown', 'andy', 'male', 'male']",2019.0,21.0,2,25.0,32.0,74.0,Social Sciences,First Author - Male
3172955765,4771,,,,,0.998,,,,,male,male,0.0,0.0,"['unknown', 'male', 'male', 'male', 'male', 'male']",2021.0,55.0,2,6.0,33.0,33.0,Natural Sciences,First Author - Male
2516275248,31998,0.0,,,,0.9997,0.0,,,,male,male,1.0,0.7219280948873623,"['male', 'male', 'mostly_male', 'male', 'male', 'male', 'male', 'male', 'unknown', 'female', 'female', 'male', 'mostly_female', 'unknown']",2017.0,60.0,2,14.0,45.0,671.0,Natural Sciences,First Author - Male
3197047064,35061,628.0,,,,0.9999,0.8402,,,,male,male,1.0,0.5916727785823275,"['female', 'male', 'male', 'male', 'unknown', 'male', 'male', 'male']",2021.0,62.0,3,8.0,2.0,72.0,Natural Sciences,First Author - Male
2980196750,18836,0.0,,,,0.9998,0.0,,,,male,male,1.0,0.9852281360342516,"['unknown', 'unknown', 'male', 'male', 'unknown', 'female', 'male', 'female', 'unknown', 'female', 'female']",2019.0,94.0,2,11.0,19.0,156.0,Natural Sciences,First Author - Male
3102324118,40231,1954.0,,,,0.9999,0.996,,,,female,unknown,1.0,1.0,"['female', 'mostly_female', 'unknown', 'male']",2016.0,0.0,2,4.0,44.0,167.0,Formal Sciences,First Author - Female
2772325800,6469,,,,,0.9989,,,,,male,male,0.0,0.0,"['male', 'andy', 'male']",2017.0,40.0,2,3.0,5.0,64.0,Social Sciences,First Author - Male
2905403235,1072,0.0,,,,0.8777,0.0,,,,male,male,0.0,0.0,"['mostly_male', 'male']",2018.0,47.0,2,2.0,3.0,77.0,Natural Sciences,First Author - Male
2907433989,3417,,,,,0.9837,,,,,male,female,1.0,0.9852281360342516,"['female', 'male', 'female', 'female', 'unknown', 'male', 'male', 'female', 'andy']",2019.0,33.0,2,9.0,52.0,313.0,Natural Sciences,First Author - Male
4224997315,7788,0.0,,,,0.9991,0.0,,,,male,male,1.0,0.9182958340544896,"['female', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'female', 'female', 'male']",2022.0,,2,12.0,256.0,1.0,Applied Sciences & Professions,First Author - Male
3182554272,2740,,,,,0.9977,,,,,male,female,1.0,0.954434002924965,"['female', 'male', 'female', 'unknown', 'unknown', 'male', 'female', 'female', 'male', 'female', 'unknown']",2021.0,39.0,3,11.0,27.0,50.0,Natural Sciences,First Author - Male
2928966425,3863,,,,,0.9877,,,,,male,male,1.0,0.8112781244591328,"['male', 'male', 'male', 'male', 'male', 'andy', 'andy', 'male', 'male', 'male', 'female', 'unknown', 'female', 'female', 'unknown', 'male', 'male', 'male', 'male', 'female']",2019.0,64.0,3,20.0,674.0,748.0,Social Sciences,First Author - Male
2896253905,21809,1297.0,,,,0.9998,0.9841,,,,male,male,0.0,0.0,"['male', 'male', 'male', 'male']",2019.0,62.0,2,4.0,26.0,370.0,Natural Sciences,First Author - Male
2892478638,21428,,,,,0.9995,,,,,male,male,1.0,0.9182958340544896,"['female', 'female', 'male', 'male', 'male', 'male']",2018.0,41.0,2,6.0,34.0,292.0,Applied Sciences & Professions,First Author - Male
2895697780,16949,1577.0,,,,0.9998,0.9937,,,,male,male,0.0,0.0,"['male', 'unknown', 'male']",2018.0,34.0,2,3.0,33.0,464.0,Natural Sciences,First Author - Male
2934164849,19293,0.0,,,,0.9983,0.0,,,,male,female,1.0,0.9182958340544896,"['female', 'male', 'male']",2019.0,27.0,3,3.0,73.0,7.0,Applied Sciences & Professions,First Author - Male
2901899687,15286,,,,,0.9995,,,,,male,male,0.0,0.0,"['male', 'male', 'male', 'male']",2018.0,35.0,2,4.0,26.0,219.0,Formal Sciences,First Author - Male
4210675139,6062,,,,,0.9982,,,,,female,male,1.0,0.9182958340544896,"['male', 'andy', 'female', 'male']",2022.0,65.0,2,4.0,2.0,254.0,Natural Sciences,First Author - Female
3101871216,11240,0.0,,,,0.9998,0.0,,,,male,male,1.0,0.5435644431995964,"['male', 'male', 'unknown', 'unknown', 'male', 'female', 'male', 'male', 'male', 'male']",2018.0,34.0,2,10.0,41.0,150.0,Natural Sciences,First Author - Male
2910446113,22188,0.0,,,,0.9997,0.0,,,,male,male,0.0,0.0,"['male', 'male']",2019.0,65.0,2,2.0,45.0,482.0,Social Sciences,First Author - Male
2953795556,11401,,,,,0.9997,,,,,female,male,1.0,1.0,"['female', 'male']",2019.0,23.0,2,2.0,35.0,135.0,Natural Sciences,First Author - Female
3042230216,12358,0.0,,,,0.9997,0.0,,,,male,male,0.0,0.0,"['male', 'male', 'male']",2020.0,48.0,2,3.0,21.0,387.0,Natural Sciences,First Author - Male
2996419311,29889,0.0,,,,0.9998,0.0,,,,male,unknown,1.0,0.9910760598382222,"['unknown', 'andy', 'unknown', 'female', 'female', 'male', 'male', 'female', 'male', 'female', 'andy', 'male', 'unknown', 'male', 'unknown']",2019.0,85.0,2,15.0,15.0,113.0,Applied Sciences & Professions,First Author - Male
2960042841,5400,,,,,0.9995,,,,,male,male,1.0,0.8453509366224364,"['unknown', 'male', 'male', 'male', 'unknown', 'female', 'male', 'mostly_male', 'female', 'male', 'unknown', 'male', 'unknown', 'male', 'female', 'male', 'mostly_female']",2019.0,42.0,2,17.0,18.0,170.0,Applied Sciences & Professions,First Author - Male
4224034231,10750,0.0,,,,0.9997,0.0,,,,male,unknown,0.0,0.0,"['andy', 'unknown', 'male', 'unknown', 'unknown']",2022.0,,2,5.0,1.0,2.0,Natural Sciences,First Author - Male
3091049267,4745,2226.0,,,,0.9936,-0.8573,,,,male,female,1.0,0.9182958340544896,"['mostly_female', 'male', 'female', 'male']",2020.0,50.0,2,4.0,132.0,10.0,Natural Sciences,First Author - Male
3135358879,21490,8023.0,,,,0.9989,0.9978,,,,male,male,1.0,0.8453509366224364,"['male', 'female', 'female', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male', 'unknown', 'female', 'male', 'unknown', 'male', 'male', 'male', 'male', 'female', 'female']",2021.0,52.0,2,24.0,97.0,94.0,Natural Sciences,First Author - Male
3012355264,5224,,,,,0.9969,,,,,male,male,0.0,0.0,"['male', 'male', 'male', 'male', 'unknown', 'male', 'male']",2020.0,40.0,2,7.0,4.0,633.0,Formal Sciences,First Author - Male
2579239965,1798,,,,,0.9841,,,,,male,unknown,0.0,0.0,"['unknown', 'unknown', 'male', 'unknown', 'male', 'unknown', 'male', 'unknown']",2016.0,36.0,1,8.0,20.0,378.0,Natural Sciences,First Author - Male
2949458222,62343,,,,,1.0,,,,,male,female,1.0,1.0,"['male', 'female']",2019.0,48.0,2,2.0,11.0,56.0,Natural Sciences,First Author - Male
2902494533,19470,0.0,,,,0.9992,0.0,,,,male,male,0.0,0.0,"['unknown', 'male', 'male', 'male']",2018.0,37.0,2,4.0,23.0,182.0,Natural Sciences,First Author - Male
2937970916,6211,0.0,,,,0.9966,0.0,,,,male,male,0.0,0.0,"['male', 'male', 'male', 'male', 'male', 'male', 'male']",2019.0,34.0,2,7.0,66.0,1.0,Natural Sciences,First Author - Male
2762919808,6904,0.0,,,,0.9971,0.0,,,,male,female,1.0,1.0,"['male', 'female', 'female', 'male']",2017.0,33.0,2,4.0,6.0,125.0,Natural Sciences,First Author - Male
4200397375,2316,,,,,0.9981,,,,,male,andy,0.0,0.0,"['unknown', 'andy', 'unknown', 'unknown', 'mostly_male', 'unknown', 'male', 'male', 'andy', 'unknown', 'unknown', 'mostly_male']",2021.0,42.0,2,20.0,1.0,1.0,,First Author - Male
2791721391,4758,,,,,0.9132,,,,,male,male,1.0,0.6840384356390417,"['mostly_male', 'female', 'unknown', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",2018.0,41.0,4,13.0,16.0,645.0,Natural Sciences,First Author - Male
4220955529,36022,6021.0,,,,0.9991,0.9973,,,,female,male,1.0,1.0,"['mostly_male', 'female', 'male', 'male', 'unknown', 'female']",2022.0,,2,6.0,7.0,10.0,Natural Sciences,First Author - Female
3034768170,23873,0.0,,,,0.999,0.0,,,,male,male,1.0,0.8112781244591328,"['female', 'male', 'male', 'male']",2020.0,42.0,2,4.0,39.0,97.0,Natural Sciences,First Author - Male
2767041233,831,,,,,0.2263,,,,,female,male,0.0,0.0,"['female', 'female', 'andy', 'unknown', 'unknown', 'mostly_male', 'female']",2018.0,41.0,2,7.0,18.0,149.0,Natural Sciences,First Author - Female
3128405665,8621,0.0,,,,0.9978,0.0,,,,male,male,0.0,0.0,"['mostly_male', 'male']",2021.0,25.0,2,2.0,5.0,88.0,Natural Sciences,First Author - Male
3004232318,5007,,,,,0.9979,,,,,male,male,1.0,0.7793498372920851,"['female', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'male', 'male', 'male']",2020.0,30.0,2,13.0,10.0,262.0,Natural Sciences,First Author - Male
2952783687,13990,,,,,0.9991,,,,,male,male,0.0,0.0,"['male', 'male']",2019.0,56.0,2,2.0,65.0,464.0,Natural Sciences,First Author - Male
3165135090,7934,0.0,,,,0.9942,0.0,,,,male,female,1.0,0.6500224216483541,"['male', 'female', 'male', 'mostly_male', 'unknown', 'unknown', 'male', 'male', 'unknown', 'mostly_female', 'mostly_male', 'male']",2021.0,65.0,3,12.0,7.0,118.0,Natural Sciences,First Author - Male
2996867875,14722,0.0,,,,0.9979,0.0,,,,female,male,1.0,0.9886994082884974,"['male', 'female', 'female', 'male', 'female', 'female', 'male', 'male', 'female', 'male', 'female', 'male', 'female', 'male', 'unknown', 'female', 'female']",2020.0,66.0,2,17.0,15.0,69.0,Natural Sciences,First Author - Female
3118909089,4393,,,,,0.8115,,,,,male,female,1.0,0.9182958340544896,"['male', 'unknown', 'female', 'unknown', 'female']",2021.0,21.0,3,5.0,5.0,38.0,Social Sciences,First Author - Male
2950389326,5702,,,,,0.9867,,,,,female,male,1.0,0.9043814577244936,"['male', 'unknown', 'male', 'female', 'male', 'male', 'male', 'mostly_male', 'female', 'male', 'male', 'female', 'male', 'female', 'male', 'unknown', 'unknown', 'male', 'male', 'male', 'female', 'female', 'male', 'female', 'male', 'male', 'male', 'male', 'female']",2019.0,41.0,2,29.0,22.0,60.0,Natural Sciences,First Author - Female
2952220348,10498,0.0,,,,0.9997,0.0,,,,female,male,1.0,0.8112781244591328,"['male', 'male', 'male', 'male', 'male', 'female', 'female', 'unknown', 'male']",2019.0,39.0,3,9.0,11.0,62.0,Natural Sciences,First Author - Female
3005033296,18256,0.0,,,,0.9981,0.0,,,,female,male,1.0,0.954434002924965,"['male', 'male', 'male', 'male', 'female', 'female', 'female', 'male']",2020.0,51.0,2,8.0,48.0,103.0,Natural Sciences,First Author - Female
3137034356,22540,0.0,,,,0.9999,0.0,,,,male,male,0.0,0.0,"['male', 'mostly_male']",2021.0,24.0,2,2.0,65.0,199.0,Natural Sciences,First Author - Male
2752814974,0,,,,,0.0,,,,,male,female,1.0,0.5916727785823275,"['unknown', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'unknown']",2017.0,3.0,1,9.0,31.0,174.0,Natural Sciences,First Author - Male
2788715064,16182,0.0,,,,0.9996,0.0,,,,male,male,0.0,0.0,"['male', 'unknown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'mostly_male']",2018.0,39.0,3,11.0,120.0,242.0,Applied Sciences & Professions,First Author - Male
2724881933,253,,,,,0.624,,,,,female,male,1.0,0.7219280948873623,"['male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'male', 'female', 'male', 'male']",2017.0,34.0,2,20.0,8.0,87.0,Natural Sciences,First Author - Female
3098294360,46166,16815.0,,,,1.0,0.9997,,,,male,male,1.0,0.5435644431995964,"['male', 'male', 'unknown', 'female', 'male', 'unknown', 'male', 'unknown', 'unknown', 'male', 'male', 'unknown', 'male']",2018.0,33.0,2,13.0,54.0,840.0,Natural Sciences,First Author - Male
2927667967,6149,0.0,,,,0.9705,0.0,,,,female,male,1.0,0.74959525725948,"['male', 'male', 'male', 'unknown', 'female', 'female', 'mostly_female', 'mostly_female', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",2019.0,53.0,1,17.0,44.0,381.0,Natural Sciences,First Author - Female
3131971893,30143,0.0,,,,0.9999,0.0,,,,male,male,0.0,0.0,"['male', 'male', 'male', 'male']",2020.0,21.0,3,4.0,23.0,134.0,Social Sciences,First Author - Male
2791561883,5655,2395.0,,,,0.9985,0.9843,,,,female,male,1.0,0.9182958340544896,"['female', 'male', 'male', 'mostly_female']",2018.0,66.0,5,4.0,36.0,57.0,Natural Sciences,First Author - Female
3035467100,22349,,,,,0.9999,,,,,male,male,1.0,0.6500224216483541,"['male', 'male', 'male', 'male', 'female', 'male']",2020.0,35.0,2,6.0,14.0,201.0,Formal Sciences,First Author - Male
2953241774,22064,665.0,,,,0.9997,0.9484,,,,male,male,0.0,0.0,"['male', 'male', 'unknown', 'male']",2018.0,52.0,2,4.0,23.0,688.0,Natural Sciences,First Author - Male
2973836401,20404,0.0,,,,0.997,0.0,,,,male,male,1.0,0.5435644431995964,"['female', 'male', 'male', 'male', 'unknown', 'male', 'male', 'male', 'male']",2019.0,27.0,3,9.0,44.0,271.0,Applied Sciences & Professions,First Author - Male
3176068674,26744,4357.0,,,,0.9999,-0.9958,,,,male,male,1.0,0.5435644431995964,"['andy', 'male', 'unknown', 'male', 'male', 'female', 'male', 'male', 'male', 'male']",2021.0,54.0,3,10.0,85.0,188.0,Natural Sciences,First Author - Male
2945078298,15380,0.0,,,,0.9922,0.0,,,,male,male,1.0,0.8112781244591328,"['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'female', 'male', 'female', 'male', 'unknown']",2019.0,48.0,2,13.0,33.0,765.0,Natural Sciences,First Author - Male
2897007385,9407,,,,,-0.998,,,,,male,male,1.0,0.954434002924965,"['male', 'unknown', 'female', 'female', 'female', 'male', 'male', 'male', 'male']",2018.0,76.0,4,9.0,22.0,223.0,Natural Sciences,First Author - Male
4224304058,3626,,,,,0.9956,,,,,male,male,1.0,0.5032583347756457,"['male', 'male', 'male', 'male', 'mostly_female', 'male', 'male', 'male', 'male', 'female']",2022.0,,2,14.0,22.0,141.0,Natural Sciences,First Author - Male
3082951360,14801,0.0,,,,0.9998,0.0,,,,male,female,1.0,0.9182958340544896,"['male', 'male', 'female', 'male', 'male', 'male', 'female', 'male', 'female']",2020.0,66.0,2,9.0,310.0,83.0,Applied Sciences & Professions,First Author - Male
2895694571,19342,0.0,,,,0.9996,0.0,,,,female,male,0.0,0.0,"['male', 'male', 'male', 'mostly_female', 'male']",2018.0,52.0,2,5.0,9.0,540.0,Natural Sciences,First Author - Female
2950694622,21174,0.0,,,,0.9998,0.0,,,,male,unknown,1.0,1.0,"['male', 'female', 'male', 'unknown', 'female', 'female', 'male']",2019.0,82.0,3,7.0,35.0,6.0,Natural Sciences,First Author - Male
3136478797,18039,0.0,,,,0.9996,0.0,,,,female,female,1.0,0.9709505944546686,"['male', 'male', 'female', 'male', 'female']",2021.0,38.0,2,5.0,11.0,111.0,Natural Sciences,First Author - Female
3103843739,33904,2561.0,0.0,,,0.9998,0.9823,0.0,,,male,male,1.0,0.4394969869215134,"['male', 'male', 'male', 'male', 'mostly_male', 'male', 'female', 'male', 'male', 'male', 'unknown', 'male', 'male']",2019.0,40.0,3,13.0,19.0,326.0,Natural Sciences,First Author - Male
3034541161,38158,0.0,,,,0.9999,0.0,,,,male,male,1.0,0.8403586716091171,"['male', 'male', 'female', 'unknown', 'male', 'male', 'male', 'male', 'female', 'male', 'andy', 'female', 'male', 'unknown', 'unknown', 'male', 'unknown', 'female', 'male', 'male', 'female', 'mostly_male', 'male', 'female', 'male', 'female', 'male', 'male', 'male', 'male', 'male', 'unknown', 'male']",2020.0,85.0,2,33.0,133.0,324.0,Social Sciences,First Author - Male
3017098046,25493,,,,,0.9999,,,,,female,male,1.0,0.954434002924965,"['male', 'male', 'female', 'male', 'female', 'female', 'male', 'male']",2020.0,60.0,2,8.0,17.0,50.0,Natural Sciences,First Author - Female
2930232620,3758,,,,,0.9981,,,,,male,female,1.0,0.9494520153879484,"['unknown', 'male', 'unknown', 'female', 'male', 'male', 'female', 'male', 'female', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'female', 'male', 'female', 'male', 'female']",2019.0,61.0,2,21.0,32.0,24.0,Natural Sciences,First Author - Male
2737556421,13035,,,,,0.9997,,,,,male,male,0.0,0.0,"['male', 'male', 'male', 'male']",2017.0,22.0,2,4.0,16.0,49.0,Formal Sciences,First Author - Male
2935701969,7098,,,,,0.9991,,,,,male,female,1.0,0.8812908992306927,"['male', 'male', 'female', 'female', 'female', 'male', 'male', 'male', 'male', 'unknown', 'mostly_female', 'male']",2019.0,42.0,2,12.0,33.0,510.0,Natural Sciences,First Author - Male
2981230482,21184,0.0,,,,0.9997,0.0,,,,male,male,0.0,0.0,"['male', 'mostly_male', 'unknown', 'male', 'male', 'male', 'unknown', 'male', 'male', 'male', 'male', 'unknown', 'unknown', 'mostly_male', 'male']",2019.0,48.0,2,15.0,53.0,241.0,Natural Sciences,First Author - Male
2783330877,12597,,,,,0.9995,,,,,male,male,1.0,0.7642045065086203,"['female', 'male', 'male', 'male', 'male', 'male', 'unknown', 'unknown', 'male', 'male', 'female']",2018.0,53.0,2,11.0,25.0,134.0,Natural Sciences,First Author - Male
3036006967,15463,786.0,,,,0.9994,0.9416,,,,male,male,1.0,0.5665095065529053,"['male', 'male', 'unknown', 'male', 'male', 'female', 'male', 'unknown', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'unknown', 'male']",2020.0,29.0,1,18.0,36.0,133.0,Natural Sciences,First Author - Male
3147216510,39010,1123.0,,,,0.9998,0.9652,,,,female,male,1.0,0.5916727785823275,"['male', 'male', 'female', 'male', 'male', 'male', 'male']",2021.0,64.0,3,7.0,6.0,107.0,Natural Sciences,First Author - Female
2804482952,1211,,,,,0.9349,,,,,female,male,1.0,0.9895875212220556,"['unknown', 'female', 'unknown', 'male', 'female', 'male', 'female', 'female', 'male', 'female', 'female', 'female', 'male', 'male', 'unknown', 'male', 'female', 'male', 'female', 'female', 'female', 'female', 'male', 'male', 'female', 'male', 'female', 'male', 'mostly_male']",2018.0,62.0,3,29.0,10.0,131.0,Natural Sciences,First Author - Female
2891628460,53126,,,,,1.0,,,,,male,male,1.0,0.8112781244591328,"['female', 'unknown', 'male', 'male', 'male']",2018.0,34.0,2,5.0,60.0,599.0,Formal Sciences,First Author - Male
3034119216,4241,,,,,0.9986,,,,,male,male,1.0,0.9182958340544896,"['unknown', 'male', 'female', 'male', 'unknown', 'female', 'male', 'male', 'male', 'unknown', 'female', 'male']",2020.0,47.0,2,12.0,40.0,103.0,Natural Sciences,First Author - Male
3047164636,9325,0.0,,,,0.9997,0.0,,,,female,male,1.0,0.8112781244591328,"['male', 'male', 'female', 'male']",2020.0,53.0,2,4.0,10.0,49.0,Formal Sciences,First Author - Female
3152831161,18282,0.0,,,,0.999,0.0,,,,female,female,1.0,0.5435644431995964,"['female', 'male', 'female', 'female', 'female', 'female', 'female', 'female']",2021.0,71.0,2,8.0,2.0,42.0,Natural Sciences,First Author - Female
2996473602,8203,,,,,0.9982,,,,,female,male,1.0,0.9709505944546686,"['male', 'male', 'female', 'female', 'female']",2019.0,32.0,2,5.0,2.0,54.0,Natural Sciences,First Author - Female
